species	common_name	Species_Taxonomy_ID	lineage	div.time	evo.time	assembly_name	NCBIcode	contig_N50_bp	scaffold_N50_bp	Intact	partially_intact	uncertain_loss	lost	missing	complete_single_copy_or_duplicated	perc_complete	fragmented	missing	complete_single_copy_or_duplicated2	%_complete2	fragmented2	missing2	with_human_reference	with_mouse_reference
Pteronura_brasiliensis	giant otter	9672	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Mustelidae; Lutrinae; Pteronura	94	0.392207	HLpteBra2	DNA Zoo Consortium	97105	133376390	16567	821	428	452	162	8780	0.951658357	133	313	9077	0.983849989	85	64	18403	18243
Pteronura_brasiliensis	giant otter	9672	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Mustelidae; Lutrinae; Pteronura	94	0.39223	HLpteBra1	GCA_004024605.1	90879	119023	16767	678	438	392	155	7779	0.843160633	642	805	9099	0.986234555	67	60	18474	18308
Pteropus_alecto	black flying fox	9402	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Pteropus	94	0.347507	pteAle1	GCF_000325575.1	31841	15954802	14114	2171	805	624	716	8757	0.949165402	143	326	9103	0.986668112	64	59	17605	17596
Pteropus_giganteus	Indian flying fox	143291	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Pteropus	94	0.350709	HLpteGig1	GCA_902729225.1	255763	18871253	16400	535	901	468	126	8720	0.945154997	123	383	9090	0.985259051	49	87	18387	18676
Pteropus_pselaphon	Bonin flying fox	1496133	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Pteropus	94	0.348249	HLptePse1	GCA_014363405.1	394964	770409	17101	280	378	509	162	8633	0.935725125	201	392	9163	0.993171472	26	37	18299	18382
Pteropus_rufus	Malagasy flying fox	196297	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Pteropus	94	0.350679	HLpteRuf1	DNA Zoo Consortium	213552	110476781	16281	894	412	601	242	8613	0.933557338	175	438	8978	0.973119445	100	148	18123	18002
Pteropus_vampyrus	large flying fox	132908	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Pteropus	94	0.349945	HLpteVam2	GCF_000151845.1	21866	5954017	13501	3207	567	541	614	8345	0.904508996	323	558	8738	0.947106005	260	228	17795	17738
Puma_concolor	puma	9696	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Felinae; Puma	94	0.339241	HLpumCon1	GCF_003327715.1	27187	100532876	12508	3201	772	626	1323	7748	0.839800564	488	990	8146	0.882939519	473	607	16996	16928
Puma_yagouaroundi	jaguarundi	1608482	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Felinae; Puma	94	0.347461	HLpumYag1	GCA_014898765.1	100211	49273425	16314	836	523	409	348	8748	0.948189898	160	318	9113	0.987752005	66	47	18246	18390
Pygathrix_nemaeus	Red shanked douc langur	54133	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Pygathrix	29	0.0701334	HLpygNem1	GCA_004024825.1	51434	68569	15386	2110	434	259	241	6946	0.752872317	966	1314	8545	0.926186863	348	333	18781	18356
Rangifer_tarandus	reindeer	9870	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Odocoileinae; Rangifer	94	0.414507	HLranTar1	GCA_004026565.1	77671	89062	16164	1129	431	403	303	7602	0.823975721	709	915	8960	0.971168437	138	128	18296	18212
Rangifer_tarandus_granti	reindeer	191431	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Odocoileinae; Rangifer; Rangifer tarandus	94	0.414428	HLranTarGra2	GCA_014898785.1	231342	9347320	17007	448	456	376	143	8779	0.951549967	138	309	9134	0.990028181	49	43	18494	18770
Raphicerus_campestris	steenbok	59544	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Raphicerus	94	0.417684	HLrapCam1	GCA_006410735.1	25050	537161	10929	2505	2953	1211	832	6310	0.683936701	978	1938	6976	0.756123997	933	1317	16909	16429
Rattus_norvegicus	Norway rat	10116	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus	89	0.535605	HLratNor7	GCA_015227675.1	29198295	135012528	17118	65	529	615	103	8883	0.962822458	82	261	9196	0.99674832	9	21	18230	21392
Rattus_norvegicus	Norway rat	10116	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus	89	0.535758	rn6	GCF_000001895.5	100461	14986627	16063	342	1209	578	238	8792	0.952959029	108	326	9141	0.990786907	32	53	18116	21235
Rattus_rattus	black rat	10117	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus	89	0.534508	HLratRat7	GCF_011064425.1	1635336	158824752	15902	153	1221	727	427	8661	0.938760026	96	469	8966	0.971818773	25	235	17760	20934
Redunca_redunca	Bohar reedbuck	59556	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Reduncinae; Redunca	94	0.412274	HLredRed1	GCA_006410935.1	39282	423407	11654	3270	1172	588	1746	6674	0.723390418	954	1598	7643	0.828419684	577	1006	16648	15809
Rhinoceros_unicornis	greater Indian rhinoceros	9809	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Rhinocerotidae; Rhinoceros	94	0.294699	HLrhiUni1	DNA Zoo Consortium	105321	56870999	16468	1112	475	259	116	8659	0.938543247	207	360	8951	0.970192933	159	116	18708	19022
Rhinolophus_ferrumequinum	greater horseshoe bat	59479	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Rhinolophidae; Rhinolophinae; Rhinolophus	94	0.347934	HLrhiFer5	Bat1K published	21749602	91996154	17399	65	390	451	125	8898	0.964448298	46	282	9155	0.992304357	7	64	18402	18518
Rhinolophus_sinicus	Chinese rufous horseshoe bat	89399	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Rhinolophidae; Rhinolophinae; Rhinolophus	94	0.345171	HLrhiSin1	GCF_001888835.1	37803	3754400	16262	696	615	523	334	8885	0.963039237	95	246	9152	0.991979189	44	30	18099	18002
Rhinopithecus_bieti	black snub-nosed monkey	61621	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Rhinopithecus	29	0.0700065	rhiBie1	GCF_001698545.1	36417	2225337	14034	1334	2405	455	202	8484	0.919575114	291	451	8963	0.971493605	139	124	18629	18296
Rhinopithecus_roxellana	golden snub-nosed monkey	61622	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Rhinopithecus	29	0.0701256	HLrhiRox2	GCF_007565055.1	5723610	144559847	17612	112	544	149	13	8823	0.956319098	129	274	9112	0.987643616	44	70	19207	19079
Rhizomys_pruinosus	hoary bamboo rat	53275	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Spalacidae; Rhizomyinae; Rhizomys	89	0.436656	HLrhiPru1	GCA_009823505.1	103291	2203772	15602	777	1222	560	269	8639	0.936375461	184	403	8997	0.975178842	102	127	18138	20029
Rhombomys_opimus	great gerbil	186474	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Gerbillinae; Rhombomys	89	0.525318	HLrhoOpi1	GCA_010120015.1	56880	3610217	16007	874	503	638	408	8754	0.948840234	114	358	9056	0.981573813	52	118	17851	20485
Rousettus_aegyptiacus	Egyptian rousette	9407	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Rousettus	94	0.361619	HLrouAeg4	Bat1K published	21756723	113811795	17350	55	436	539	50	8895	0.96412313	80	251	9188	0.995881205	11	27	18371	18509
Rousettus_leschenaultii	Leschenault's rousette	9408	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Rousettus	94	0.360865	HLrouLes1	GCA_015472975.1	40477	32720144	17003	384	429	499	115	8893	0.963906352	75	258	9182	0.995230869	12	32	18331	18355
Rousettus_madagascariensis	Madagascan rousette	77223	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Rousettus	94	0.362455	HLrouMad1	DNA Zoo Consortium	63376	85834856	14102	2369	588	773	598	8006	0.867765012	410	810	8360	0.906134836	384	482	17532	17219
Saguinus_imperator	tamarin	9491	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Cebidae; Callitrichinae; Saguinus	43	0.120003	HLsagImp1	GCA_004024885.1	53787	65636	15513	1831	548	301	237	7371	0.798937785	756	1099	8652	0.937784522	262	312	18665	18141
Saiga_tatarica	-	34875	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Saiga	94	0.43148	HLsaiTat1	GCA_004024985.1	6406	6453	6906	6142	848	778	3756	2673	0.289724691	1762	4791	6259	0.678408845	1110	1857	14290	11658
Saimiri_boliviensis	Bolivian squirrel monkey	27679	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Cebidae; Saimiriinae; Saimiri	43	0.118426	HLsaiBol1	DNA Zoo Consortium	46044	110640503	14004	3052	617	442	315	7593	0.823000217	638	995	8038	0.871233471	633	555	18422	17719
Saimiri_boliviensis_boliviensis	Bolivian squirrel monkey	39432	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Cebidae; Saimiriinae; Saimiri; Saimiri boliviensis	43	0.120342	saiBol1	GCF_000235385.1	38823	18744880	14842	2279	452	318	539	8659	0.938543247	192	375	8975	0.972794277	150	101	18298	18117
Sapajus_apella	Tufted capuchin	9515	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Cebidae; Cebinae; Sapajus	43	0.168914	HLsapApe1	GCF_009761245.1	144042	23742480	17302	476	412	191	49	8788	0.952525471	132	306	9104	0.986776501	66	56	19000	18954
Sarcophilus_harrisii	Tasmanian devil	9305	Mammalia; Theria; Metatheria; Dasyuromorphia; Dasyuridae; Sarcophilus	160	0.82637	HLsarHar2	GCF_902635505.1	62339597	611347268	12969	48	939	1696	2778	8455	0.916431823	140	631	8608	0.933015391	68	550	14184	11669
Scalopus_aquaticus	eastern mole	71119	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Scalopus	94	0.391572	HLscaAqu1	GCA_004024925.1	72421	94879	15953	860	462	609	546	7690	0.833513982	650	886	8976	0.972902666	83	167	17721	17233
Sciurus_carolinensis	gray squirrel	30640	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Sciurinae; Sciurini; Sciurus	89	0.324555	HLsciCar1	GCA_902686445.1	13975867	148229995	16859	59	1086	413	13	8940	0.96900065	58	228	9201	0.997290267	4	21	18678	19562
Sciurus_vulgaris	Eurasian red squirrel	55149	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Sciurinae; Sciurini; Sciurus	89	0.32628	HLsciVul1	GCA_902686455.1	16333633	153872958	17254	58	819	290	9	8978	0.973119445	45	203	9209	0.998157381	4	13	18791	19700
Semnopithecus_entellus	Hanuman langur	88029	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Semnopithecus	29	0.0684181	HLsemEnt1	GCA_004025065.1	25064	29955	13173	3760	588	411	498	5319	0.57652287	1448	2459	8060	0.873618036	526	640	18346	17310
Sigmodon_hispidus	hispid cotton rat	42415	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Sigmodontinae; Sigmodon	89	0.513731	HLsigHis1	GCA_004025045.1	67983	101373	16137	768	413	608	504	7961	0.862887492	536	729	9042	0.980056362	61	123	17796	20811
Solenodon_paradoxus	Hispaniolan solenodon	79805	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Solenodontidae; Solenodon	94	0.384062	HLsolPar1	GCA_004363575.1	236847	407682	16285	685	571	560	329	8360	0.906134836	302	564	9071	0.983199653	55	100	17996	17695
Sorex_araneus	European shrew	42254	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Soricinae; Sorex	94	0.551765	sorAra2	GCF_000181275.1	22623	22794405	12919	2695	506	825	1485	8509	0.922284847	302	415	8802	0.954042922	252	172	16475	15782
Sousa_chinensis	Indo-pacific humpbacked dolphin	103600	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Delphinidae; Sousa	94	0.3458	HLsouChi1	GCA_007760645.1	113766	19436979	15826	301	1039	1055	209	8742	0.947539562	128	356	9121	0.98861912	34	71	17661	17459
Spermophilus_dauricus	Daurian ground squirrel	99837	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Marmotini; Spermophilus	89	0.33578	HLspeDau1	GCA_002406435.1	34849	1761345	12229	2178	2641	596	786	8376	0.907869066	350	500	8758	0.949273791	265	203	17637	18406
Spilogale_gracilis	western spotted skunk	30551	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Mephitidae; Spilogale	94	0.385132	HLspiGra1	GCA_004023965.1	63054	85970	15802	1483	390	415	340	7175	0.777693475	868	1183	8951	0.970192933	139	136	18209	17882
Steno_bredanensis	rough-toothed dolphin	46167	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Delphinidae; Steno	94	-	HLsteBre1	DNA Zoo Consortium	59460	94897118	15141	1223	692	1029	345	8559	0.927704314	214	453	8903	0.964990245	163	160	17535	17222
Sturnira_hondurensis	-	192404	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Phyllostomidae; Stenodermatinae; Sturnira	94	0.428695	HLstuHon1	GCA_014824575.1	2136421	10164808	16463	129	492	746	600	8582	0.930197269	75	569	8855	0.959787557	25	346	17569	17660
Suricata_suricatta	meerkat	37032	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Herpestidae; Suricata	94	0.389392	HLsurSur1	GCF_006229205.1	75409	141453419	14883	1844	429	577	697	8693	0.942228485	189	344	9003	0.975829178	119	104	17707	17652
Suricata_suricatta	meerkat	37032	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Herpestidae; Suricata	94	0.389283	HLsurSur2	GCA_004023905.1	148487	186735	16098	1109	450	523	250	8045	0.871992196	498	683	8991	0.974528506	118	117	18180	17903
Sus_scrofa	pig	9823	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Suina; Suidae; Sus	94	0.37072	susScr11	GCF_000003025.6	48231277	88231837	16324	62	1640	387	17	8833	0.957402992	118	275	9193	0.996423152	8	25	18664	19003
Sylvicapra_grimmia	bush duiker	119562	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Cephalophinae; Sylvicapra	94	0.409736	HLsylGri1	GCA_006408735.1	9720	583330	10850	4657	1509	520	894	7510	0.814003902	682	1034	8260	0.895295903	497	469	17567	17076
Sylvilagus_bachmani	brush rabbit	365149	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Sylvilagus	89	0.3794	HLsylBac1	DNA Zoo Consortium	57936	110456461	15460	1531	414	598	427	8546	0.926295253	235	445	8795	0.953284197	194	237	17929	17836
Syncerus_caffer	African buffalo	9970	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Syncerus	94	0.40343	HLsynCaf1	GCA_902500845.1	2018310	69160875	15565	137	2312	383	33	8786	0.952308693	116	324	9172	0.994146976	18	36	18624	18997
Tachyglossus_aculeatus	Australian echidna	9261	Mammalia; Prototheria; Monotremata; Tachyglossidae; Tachyglossus	180	1.02343	HLtacAcu1	GCA_015852505.1	19859057	63379719	8748	57	1070	2694	5861	7790	0.844352916	383	1053	7730	0.837849556	128	1368	9989	7070
Tadarida_brasiliensis	Brazilian free-tailed bat	9438	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Molossidae; Tadarida	94	0.349802	HLtadBra1	GCA_004025005.1	22617	24311	12734	3557	588	672	879	6177	0.669520919	1176	1873	8024	0.86971602	561	641	17350	16886
Talpa_occidentalis	Iberian mole	50954	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Talpa	94	0.39452	HLtalOcc1	GCA_014898055.1	2611709	119847213	16711	148	969	514	88	8885	0.963039237	53	288	9146	0.991328853	14	66	18343	18437
Tamandua_tetradactyla	southern tamandua	48850	Mammalia; Theria; Eutheria; Xenarthra; Pilosa; Vermilingua; Myrmecophagidae; Tamandua	102	0.36405	HLtamTet1	GCA_004025105.1	18654	19789	12705	3507	628	504	1086	5730	0.621070887	1282	2214	8173	0.885866031	435	618	17144	16103
Tapirus_indicus	Asiatic tapir	9802	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Tapiridae; Tapirus	94	0.295158	HLtapInd1	GCA_004024905.1	225792	308930	17123	655	366	183	103	8027	0.870041188	539	660	9090	0.985259051	79	57	18788	19350
Tapirus_indicus	Asiatic tapir	9802	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Tapiridae; Tapirus	94	0.29526	HLtapInd2	DNA Zoo Consortium	155433	111226585	16472	1094	409	280	175	8638	0.936267071	199	389	8940	0.96900065	141	145	18617	18998
Tapirus_terrestris	Brazilian tapir	9801	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Tapiridae; Tapirus	94	0.294618	HLtapTer1	GCA_004025025.1	164193	186384	16351	1253	396	236	194	7788	0.844136137	648	790	8906	0.965315413	177	143	18654	19133
Tapirus_terrestris	Brazilian tapir	9801	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Tapiridae; Tapirus	94	-	HLtapTer2	DNA Zoo Consortium	45588	47139982	14684	2481	495	298	472	8209	0.889768047	388	629	8520	0.92347713	360	346	18276	18379
Taxidea_taxus_jeffersonii	American badger	2282171	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Mustelidae; Taxidiinae; Taxidea; Taxidea taxus	94	0.385513	HLtaxTax1	GCA_003697995.1	37750	54556	13708	3105	509	429	679	5690	0.616735313	1368	2168	8466	0.917624106	366	394	17895	17115
Theropithecus_gelada	gelada	9565	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Theropithecus	29	0.0665379	HLtheGel1	GCF_003255815.1	310061	130230028	17534	314	288	106	188	8772	0.950791242	170	284	9104	0.986776501	52	70	18997	19161
Thryonomys_swinderianus	Greater cane rat	10169	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Hystricomorpha; Thryonomyidae; Thryonomys	89	0.458635	HLthrSwi1	GCA_004025085.1	18955	21523	13366	2773	693	755	843	5565	0.603186646	1286	2375	8469	0.917949274	311	446	17266	16804
Thylacinus_cynocephalus	Tasmanian wolf	9275	Mammalia; Theria; Metatheria; Dasyuromorphia; Thylacinidae; Thylacinus	160	0.807948	HLthyCyn1	GCA_007646695.1	461	1923833	4697	4003	386	294	9050	7379	0.799804899	553	1294	7506	0.813570345	558	1162	9192	6019
Tolypeutes_matacus	-	183749	Mammalia; Theria; Eutheria; Xenarthra; Cingulata; Chlamyphoridae; Tolypeutes	102	0.436444	HLtolMat1	GCA_004025125.1	9441	10217	3951	2778	496	798	10407	2593	0.281053544	742	5891	3035	0.32896163	748	5443	7395	7145
Tonatia_saurophila	stripe-headed round-eared bat	171122	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Phyllostomidae; Phyllostominae; Tonatia	94	0.423626	HLtonSau1	GCA_004024845.1	141649	165561	16029	1001	470	631	299	7921	0.858551918	543	762	8981	0.973444613	119	126	17994	17792
Trachypithecus_francoisi	Francois's langur	54180	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Trachypithecus	29	0.0698743	HLtraFra1	GCF_009764315.1	16182741	130977661	17182	90	840	236	82	8793	0.953067418	110	323	9134	0.990028181	12	80	19034	18942
Tragelaphus_imberbis	lesser kudu	9947	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Tragelaphus	94	0.410157	HLtraImb1	GCA_006410775.1	12858	1775046	10656	3307	2237	1232	998	6510	0.705614568	1070	1646	7049	0.764036419	953	1224	16710	15856
Tragelaphus_scriptus	bushbuck	66440	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Tragelaphus	94	0.410497	HLtraScr1	GCA_006410495.1	28350	890554	11647	3532	1680	590	981	7277	0.788749187	814	1135	7846	0.850422718	680	700	17403	17023
Tragelaphus_strepsiceros	greater kudu	9946	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Tragelaphus	94	0.409975	HLtraStr1	GCA_006410795.1	33649	511483	13901	2214	1320	511	484	7876	0.853674398	530	820	8590	0.931064383	320	316	18004	17877
Tragulus_javanicus	Java mouse-deer	9849	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Tragulina; Tragulidae; Tragulus	94	0.425261	HLtraJav1	GCA_004024965.2	80230	14082842	16605	646	489	506	184	8831	0.957186213	99	296	9111	0.987535227	55	60	18272	18312
Tragulus_kanchil	-	1088131	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Tragulina; Tragulidae; Tragulus	94	0.426245	HLtraKan1	GCA_006408655.1	13850	243497	9950	3341	3228	950	961	6089	0.659982658	999	2138	6820	0.739215261	874	1532	16987	16288
Trichechus_manatus	West Indian manatee	9778	Mammalia; Theria; Eutheria; Afrotheria; Sirenia; Trichechidae; Trichechus	102	-	HLtriManLat2	DNA Zoo Consortium	33836	143724118	15608	1404	554	341	523	8688	0.941686538	167	371	9021	0.977780186	84	121	18025	17929
Trichechus_manatus_latirostris	Florida manatee	127582	Mammalia; Theria; Eutheria; Afrotheria; Sirenia; Trichechidae; Trichechus; Trichechus manatus	102	0.348961	triMan1	GCF_000243295.1	37750	14442683	15676	1410	542	390	412	8684	0.941252981	162	380	9009	0.976479514	96	121	18103	18183
Trichosurus_vulpecula	common brushtail	9337	Mammalia; Theria; Metatheria; Diprotodontia; Phalangeridae; Trichosurus	160	0.792701	HLtriVul1	GCA_011100635.1	4314688	442560073	13619	152	817	1482	2360	8673	0.940060698	97	456	8743	0.947647951	65	418	14862	12421
Tupaia_belangeri	northern tree shrew	37347	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Scandentia; Tupaiidae; Tupaia	85	0.35561	tupBel1	GCA_000181375.1	2974	2974	2368	4687	4878	1302	5195	3185	0.34522003	1511	4530	3594	0.389551268	1852	3780	12303	11341
Tupaia_chinensis	Chinese tree shrew	246437	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Scandentia; Tupaiidae; Tupaia	85	0.328364	tupChi1	GCF_000334495.1	25938	3670124	12632	2770	1527	425	1076	8709	0.943962714	185	332	9031	0.97886408	129	66	17460	17664
Tursiops_aduncus	Indo-pacific bottlenose dolphin	79784	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Delphinidae; Tursiops	94	0.348811	HLturAdu1	GCA_003227395.1	206065	1235788	15655	637	870	1062	206	8653	0.937892911	186	387	9033	0.979080858	86	107	17660	17470
Tursiops_aduncus	Indo-pacific bottlenose dolphin	79784	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Delphinidae; Tursiops	94	0.348847	HLturAdu2	DNA Zoo Consortium	197376	111961311	15908	417	859	1081	165	8735	0.946780837	131	360	9103	0.986668112	43	80	17672	17516
Tursiops_truncatus	common bottlenose dolphin	9739	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Delphinidae; Tursiops	94	0.348541	HLturTru4	GCF_011762595.1	9729386	108430135	16558	80	673	1064	55	8760	0.94949057	114	352	9124	0.988944288	26	76	17822	17669
Tursiops_truncatus	common bottlenose dolphin	9739	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Delphinidae; Tursiops	94	0.35093	HLturTru3	GCF_001922835.1	44299	26555543	11324	2640	786	1265	2415	7002	0.75894212	487	1737	7304	0.791675699	524	1398	15178	14765
Urocitellus_parryii	Arctic ground squirrel	9999	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Marmotini; Urocitellus	89	0.336616	HLuroPar1	GCF_003426925.1	91013	3964291	16561	677	498	376	318	8731	0.946347279	132	363	9015	0.97712985	78	133	18303	19017
Uromys_caudimaculatus	giant uromys	36800	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Uromys	89	-	HLuroCau1	DNA Zoo Consortium	49189	99048585	15647	1222	464	533	564	8673	0.940060698	161	392	8907	0.965423802	139	180	17798	20902
